cycle,branch,type,matchup,forecastdate,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,multiversions,url,poll_id,question_id,createddate,timestamp
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/1/2016,8/5/2016,"Ipsos","A-",1196,"lv",.0001063,39.8,36.8,7.4,,41.04728,41.42256,3.994138,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44805,68606,8/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Maine",3/4/2016,3/10/2016,"Critical Insights","C",610,"lv",.000106,43,34,,,41.59218,36.74991,,,"","http://static.bangordailynews.com/wp-content/blogs.dir/115/files/2016/03/CI-Tracking_Spring-2016.pdf?ref=inline",44176,66113,6/2/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/22/2016,7/26/2016,"Ipsos","A-",2332,"lv",.0001049,37.6,38.4,5.8,,41.42925,40.69957,2.50992,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44686,68273,7/26/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/25/2016,8/27/2016,"The Times-Picayune/Lucid","",3231,"lv",.0001031,42,37,7,,44.58453,43.38084,1.127098,,"","https://luc.id/2016-presidential-tracker/",46200,72259,9/28/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Texas",8/17/2016,8/23/2016,"Google Consumer Surveys","B",1157,"lv",.0001008,32.89,38.78,8.69,,40.21623,48.39389,3.936111,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45583,70968,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Texas",2/21/2016,2/22/2016,"SurveyUSA","A",1289,"lv",.0001004,44,47,,,40.63142,46.74231,,,"","http://www.surveyusa.com/client/PollReport.aspx?g=5d56f70b-d2d2-4f08-935b-d812fdc2b5d7",36436,66118,6/2/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/23/2016,7/27/2016,"Ipsos","A-",2062,"lv",.0001,39,36.9,5.9,,42.58867,39.39857,2.60863,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44710,68344,7/30/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Washington",8/10/2016,8/16/2016,"Google Consumer Surveys","B",595,"lv",.0000985,43.08,27.17,6.57,,50.14605,37.86428,1.909649,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45637,71022,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/21/2016,7/25/2016,"Ipsos","A-",2289,"lv",.0000985,38,38.2,6.2,,41.83874,40.52872,2.899632,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44687,68274,7/26/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"New York",4/6/2016,4/7/2016,"Emerson College","B",864,"lv",.0000983,54,36,,,52.31787,36.39157,,,"","http://media.wix.com/ugd/3bebb2_b5e76b2074da42c997193908b170981b.pdf",36703,50555,4/8/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/26/2016,9/1/2016,"USC Dornsife/LA Times","",2650,"lv",.0000979,43.33,44.04,,,45.63873,42.85481,,,"","http://latimes.com/politics/",45269,69630,9/2/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/25/2016,7/29/2016,"Ipsos","A-",1662,"lv",.0000971,38.3,36.1,5.3,,41.09598,39.27477,1.996484,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44712,68346,7/30/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/14/2016,8/20/2016,"CVOTER International","C+",1191,"lv",.0000963,48.19,47.47,,,46.4528,46.31607,,,"","http://www.upi.com/Top_News/US/2016/08/22/UPICVoter-poll-Donald-Trump-sticks-to-script-comes-to-within-1-of-Hillary-Clintons-lead/3141471867581/?spt=sec&or=tn",44910,68894,8/22/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/24/2016,7/28/2016,"Ipsos","A-",1787,"lv",.0000947,38.4,36.8,5.7,,41.62605,39.61127,2.402633,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44711,68345,7/30/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Illinois",8/17/2016,8/23/2016,"Google Consumer Surveys","B",1047,"lv",.0000937,35.37,28.77,8.84,,42.73833,38.46071,4.086112,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45554,70939,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/31/2016,8/4/2016,"Ipsos","A-",1153,"lv",.0000936,40,38,6,,41.2803,42.56584,2.622066,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44776,68544,8/5/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Ohio",8/17/2016,8/23/2016,"Google Consumer Surveys","B",772,"lv",.0000933,30.73,35.27,7.48,,38.12241,45.00465,2.726111,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45575,70960,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",3/17/2016,3/20/2016,"Monmouth University","A+",848,"rv",.0000919,42,34,11,,43.08134,40.11043,4.7627,,"","http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/7714a05b-515f-4ad3-bdaa-e72a6e5f8e61.pdf",36648,66160,6/3/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/25/2016,8/31/2016,"USC Dornsife/LA Times","",2646,"lv",.0000914,42.4,45.01,,,44.69536,43.86001,,,"","http://latimes.com/politics/",45255,69597,9/1/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"California",8/17/2016,8/23/2016,"Google Consumer Surveys","B",1668,"lv",.0000906,40.62,27.65,9.69,,48.04861,37.45071,4.936111,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45545,70930,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Minnesota",8/10/2016,8/16/2016,"Google Consumer Surveys","B",555,"lv",.0000904,40.71,25.69,9.02,,47.68667,36.20672,4.359649,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45613,70998,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/27/2016,7/31/2016,"Ipsos","A-",1309,"lv",.0000904,42.8,34,5.2,,44.71358,38.01572,1.869297,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44750,68434,8/2/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/29/2016,8/2/2016,"Ipsos","A-",1283,"lv",.0000902,42.9,35.8,5,,44.40735,40.19705,1.642392,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44778,68546,8/5/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/26/2016,7/30/2016,"Ipsos","A-",1393,"lv",.00009,40.7,34.7,5.5,,43.05137,38.30104,2.182688,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44751,68435,8/2/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Arizona",3/7/2016,3/11/2016,"Merrill Poll","B",701,"lv",.0000894,38,38,,,37.4617,40.88467,,,"","http://big.assets.huffingtonpost.com/MerillPollGeneralPR.pdf",36621,50280,3/18/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Virginia",8/10/2016,8/16/2016,"Google Consumer Surveys","B",636,"lv",.0000893,40.29,25.98,12.4,,47.08669,36.13917,7.739648,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45635,71020,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/20/2016,7/24/2016,"Ipsos","A-",2063,"lv",.0000892,38.8,37.5,6.6,,42.52999,39.98076,3.290922,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44688,68275,7/26/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"New York",8/17/2016,8/23/2016,"Google Consumer Surveys","B",947,"lv",.0000888,39.08,27.65,7.77,,46.50465,37.44348,3.016111,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45574,70959,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Michigan",8/10/2016,8/16/2016,"Google Consumer Surveys","B",682,"lv",.0000887,37.13,29.03,8.32,,44.02441,39.3833,3.659648,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45612,70997,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/19/2016,7/23/2016,"Ipsos","A-",1864,"lv",.000088,37.9,38.7,6.3,,41.34689,41.51151,2.985843,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44689,68276,7/26/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/28/2016,8/1/2016,"Ipsos","A-",1291,"lv",.0000878,42.1,34.2,5.2,,43.76321,38.44759,1.855994,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44749,68433,8/2/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"North Carolina",4/10/2016,4/15/2016,"Elon University","B+",621,"rv",.0000861,45,39,,,44.93886,43.97355,,,"","http://www.elon.edu/e-web/elonpoll/041916.xhtml",42209,62649,4/22/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",9/5/2016,9/7/2016,"The Times-Picayune/Lucid","",1327,"lv",.000086,42,35,9,,44.55805,41.0018,3.226589,,"","https://luc.id/2016-presidential-tracker/",46207,72266,9/28/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/30/2016,8/3/2016,"Ipsos","A-",1143,"lv",.0000856,41.6,37.4,6,,42.97423,41.89262,2.633006,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44777,68545,8/5/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Georgia",3/31/2016,4/3/2016,"Lake Research Partners","B+",400,"lv",.0000838,50,37,,,47.63032,40.152,,,"","http://big.assets.huffingtonpost.com/LRPmemo.GeorgiaDemocraticParty.F.041116.pdf",42188,59663,4/18/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/24/2016,8/30/2016,"USC Dornsife/LA Times","",2576,"lv",.0000832,41.87,45.29,,,44.15083,44.15732,,,"","http://latimes.com/politics/",45240,69549,8/31/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Colorado",8/10/2016,8/16/2016,"Google Consumer Surveys","B",552,"lv",.0000829,36.77,27.97,12.19,,43.77745,38.54786,7.529648,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45596,70981,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Florida",4/25/2016,4/27/2016,"Associated Industries of Florida","",604,"lv",.0000817,49,36,,,48.61208,40.3077,,,"","http://www.realclearpolitics.com/docs/2016/AIF_April_2016.pdf",44009,65262,5/2/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/13/2016,8/19/2016,"CVOTER International","C+",1096,"lv",.000081,49.45,45.85,,,47.63148,44.79241,,,"","http://www.upi.com/Top_News/US/2016/08/22/UPICVoter-poll-Donald-Trump-sticks-to-script-comes-to-within-1-of-Hillary-Clintons-lead/3141471867581/?spt=sec&or=tn",44909,68893,8/22/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/18/2016,7/22/2016,"Ipsos","A-",1579,"lv",.0000804,37,39.8,6,,40.15353,42.96724,2.682273,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44665,68207,7/22/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",9/19/2016,9/25/2016,"SurveyMonkey","C-",13598,"lv",.0000797,45,40,10,,45.57534,42.44258,3.787102,,"","https://www.scribd.com/document/325385309/NBC-News-SurveyMonkey-Toplines-and-Methodology-9-19-9-25?secret_password=CqNOg89vq7VeBArrg8bF",46100,72092,9/26/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/10/2016,8/16/2016,"Google Consumer Surveys","B",22143,"lv",.0000793,36.72,31.76,8.59,,43.59271,42.07019,3.929648,,"","https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/luS",45247,69564,8/31/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/4/2016,8/5/2016,"Morning Consult","",2001,"rv",.0000791,41,33,9,,45.05001,41.39825,2.842038,,"","https://morningconsultintelligence.com/media/mc/160802_topline_trend_v2_AP.pdf",44783,68577,8/7/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",5/17/2016,5/20/2016,"American Research Group","C+",980,"rv",.0000785,46,46,,,46.18743,47.98322,,,"","http://americanresearchgroup.com/pres2016/na16-1.html",44116,66005,5/23/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/23/2016,8/25/2016,"The Times-Picayune/Lucid","",2903,"lv",.0000785,41,37,8,,43.56824,43.44992,2.130055,,"","https://luc.id/2016-presidential-tracker/",46198,72257,9/28/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Florida",8/17/2016,8/23/2016,"Google Consumer Surveys","B",1288,"lv",.0000776,32.58,40.47,7.62,,39.95506,50.17297,2.866111,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45549,70934,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Indiana",8/10/2016,8/16/2016,"Google Consumer Surveys","B",617,"lv",.0000775,31.62,35.74,10.97,,38.40004,45.8661,6.309649,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45605,70990,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Missouri",3/17/2016,3/24/2016,"DFM Research","B-",674,"lv",.0000775,42,40,,,39.08648,42.30342,,,"","http://www.kansascity.com/news/local/news-columns-blogs/the-buzz/article69418112.html",36704,50538,4/8/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/23/2016,8/29/2016,"USC Dornsife/LA Times","",2500,"lv",.0000755,42.32,45.07,,,44.60489,43.97802,,,"","http://latimes.com/politics/",45145,69403,8/30/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/24/2016,8/26/2016,"The Times-Picayune/Lucid","",2565,"lv",.0000752,42,36,8,,44.57527,42.41391,2.129755,,"","https://luc.id/2016-presidential-tracker/",46199,72258,9/28/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"New Jersey",8/10/2016,8/16/2016,"Google Consumer Surveys","B",736,"lv",.000075,42.4,28.6,6.17,,49.33794,39.03977,1.509648,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45621,71006,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/27/2016,8/29/2016,"The Times-Picayune/Lucid","",2009,"lv",.0000747,42,37,8,,44.60571,43.33355,2.120507,,"","https://luc.id/2016-presidential-tracker/",46202,72261,9/28/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Pennsylvania",8/10/2016,8/16/2016,"Google Consumer Surveys","B",882,"lv",.0000735,40.37,30.59,7.36,,47.14931,40.71467,2.699648,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45628,71013,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Georgia",8/10/2016,8/16/2016,"Google Consumer Surveys","B",546,"lv",.0000727,27.63,41.69,8.66,,34.24516,51.48857,3.999648,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45600,70985,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",6/18/2016,6/20/2016,"YouGov","B",1011,"rv",.0000714,43,39,4,,46.81065,44.8396,.9014086,,"","http://www.realclearpolitics.com/docs/2016/Economist_YouGov_General_Election_June_18_20.pdf",44391,67338,6/22/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Arizona",8/10/2016,8/16/2016,"Google Consumer Surveys","B",544,"lv",.0000713,37.14,32.91,8.23,,44.063,43.32011,3.569648,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45594,70979,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/26/2016,8/28/2016,"The Times-Picayune/Lucid","",2024,"lv",.00007,43,37,7,,45.59402,43.35368,1.118364,,"","https://luc.id/2016-presidential-tracker/",46201,72260,9/28/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/22/2016,8/28/2016,"USC Dornsife/LA Times","",2469,"lv",.0000699,43.59,43.96,,,45.87503,42.91048,,,"","http://latimes.com/politics/",45041,69095,8/29/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/16/2016,7/20/2016,"Ipsos","A-",1236,"lv",.0000689,40.5,36.1,7.1,,43.12695,39.90001,3.796946,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44664,68209,7/22/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/17/2016,7/21/2016,"Ipsos","A-",1279,"lv",.0000689,40,35.9,7.6,,42.86642,39.40529,4.287423,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44666,68208,7/22/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"North Carolina",8/10/2016,8/16/2016,"Google Consumer Surveys","B",742,"lv",.0000682,33.51,35.36,6.71,,40.21677,45.34056,2.049648,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45617,71002,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/15/2016,7/19/2016,"Ipsos","A-",1217,"lv",.000068,41.9,35.4,6.2,,44.37677,39.40385,2.906537,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44626,68072,7/19/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Wisconsin",8/10/2016,8/16/2016,"Google Consumer Surveys","B",660,"lv",.0000678,44.14,24.51,7.63,,51.10104,34.99568,2.969648,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45638,71023,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/21/2016,8/27/2016,"USC Dornsife/LA Times","",2545,"lv",.0000673,44.21,43.65,,,46.48499,42.64645,,,"","http://latimes.com/politics/",45039,69092,8/28/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/12/2016,8/18/2016,"CVOTER International","C+",993,"lv",.0000671,49.16,45.92,,,47.27337,44.93883,,,"","http://www.upi.com/Top_News/US/2016/08/22/UPICVoter-poll-Donald-Trump-sticks-to-script-comes-to-within-1-of-Hillary-Clintons-lead/3141471867581/?spt=sec&or=tn",44908,68892,8/22/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",9/4/2016,9/6/2016,"The Times-Picayune/Lucid","",1094,"lv",.0000666,43,34,9,,45.57729,40.0414,3.187589,,"","https://luc.id/2016-presidential-tracker/",46206,72265,9/28/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/1/2016,8/2/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.0000663,44,40,6,,45.90138,44.99187,2.136416,,"","http://www.rasmussenreports.com/platinum/political_tracking_crosstabs/august_2016/toplines/toplines_election_2016_white_house_watch_august_1_2_2016",44766,68496,8/4/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Missouri",8/10/2016,8/16/2016,"Google Consumer Surveys","B",542,"lv",.0000645,38.89,28.71,10.27,,45.69651,38.88869,5.609649,,"","https://drive.google.com/drive/u/0/folders/0B29GVb5ISrT0VzFQWjFSWGcyeVE",45614,70999,9/9/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Virginia",5/9/2016,5/17/2016,"Roanoke College","C+",610,"lv",.0000642,38,38,,,38.11168,40.64408,,,"","http://www.roanoke.edu/about/news/rc_poll_may_2016_general_election",44117,66006,5/23/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/14/2016,7/18/2016,"Ipsos","A-",1180,"lv",.0000627,41.6,33.8,7.2,,44.09697,37.8354,3.917471,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44627,68073,7/19/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/11/2016,8/17/2016,"CVOTER International","C+",1009,"lv",.0000624,49.69,45.47,,,47.74199,44.55732,,,"","http://www.upi.com/Top_News/US/2016/08/19/UPICVoter-poll-Hillary-Clinton-loses-two-points-to-Donald-Trump/6051471614583/?spt=sec&or=tn",44894,68839,8/19/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/20/2016,8/26/2016,"USC Dornsife/LA Times","",2460,"lv",.0000607,44.6,43.26,,,46.85556,42.30966,,,"","http://latimes.com/politics/",45038,69091,8/27/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"Georgia",5/15/2016,5/15/2016,"Opinion Savvy/InsiderAdvantage","C-",587,"lv",.0000605,41,44,,,39.58015,44.79197,,,"","http://opinionsavvy.com/wp-content/uploads/2016/05/GA-5.16.16-Full.pdf",44080,65954,5/18/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",8/10/2016,8/16/2016,"CVOTER International","C+",1069,"lv",.0000603,50.84,44.28,,,48.85332,43.41721,,,"","http://www.upi.com/Top_News/US/2016/08/18/UPICVoter-poll-Hillary-Clinton-maintains-steady-lead-over-Donald-Trump/6511471479758/?spt=hs&or=tn_us",44887,68825,8/18/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/18/2016,7/19/2016,"Rasmussen Reports/Pulse Opinion Research","C+",1000,"lv",.0000595,42,43,,,42.87204,45.21512,,,"","http://m.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch",44651,68153,7/21/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/13/2016,7/17/2016,"Ipsos","A-",1183,"lv",.0000594,43.6,33.1,7.6,,46.10333,37.1498,4.32715,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44628,68074,7/19/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",7/12/2016,7/16/2016,"Ipsos","A-",1234,"lv",.0000586,43.5,33.2,7,,46.0064,37.2593,3.736752,,"","http://polling.reuters.com/#poll/TM651Y15_26/filters/LIKELY:1",44629,68075,7/19/16,"13:38:00  7 Nov 2016"
2016,"President","polls-plus","Clinton vs. Trump vs. Johnson",11/7/16,"U.S.",4/22/2016,4/28/2016,"IBD/TIPP","A-",814,"rv",.000057,47,40,,,48.70071,43.56019,,,"","http://www.investors.com/politics/trump-gains-ground-on-clinton-but-both-have-sky-high-negatives/",44007,65250,5/2/16,"13:38:00  7 Nov 2016"
